xid,#,Companies,Company ID,Deal ID,Deal Date,Announced Date,Deal Size,Pre-money Valuation,Post Valuation,% Acquired,Price per Share,Debt Raised in Round,Raised to Date,Deal Class,Deal Type,Deal Size Status,Post Valuation Status,Investors,New Investors,Lead/Sole Investors,Employees,Revenue Growth since last debt deal,Revenue,EBITDA,Total Debt (from financials),Deal Synopsis,Financing Status Note,CEO (at time of deal),CEO PBId
312557,312308,Gridware,442981-00,158655-52T,13/06/2023 00:00,01/10/2020 00:00,18.52,,,,,,18.65,Venture Capital,Seed Round,Actual,,"{'438925-87': 'AiSprouts', '162578-26': 'Anorak Ventures', '494276-59': 'Convective Capital', '160650-28': 'Fifty Years (Seth Bannon)', '472206-34': 'Hawktail', '496036-54': 'Kindergarten Ventures', '149517-28': 'Liquid 2 Ventures', '277115-14': 'Lowercarbon Capital', '459394-12': 'Rebel Fund', '110937-70': 'Soma Capital', '433201-69': 'Third Round Analytics', '11321-29': 'True Ventures (Priscilla Tyler)', '166402-45': 'Wireframe Ventures', '40420-36': 'Y Combinator'}","AiSprouts, Anorak Ventures, Convective Capital, Fifty Years, Hawktail, Kindergarten Ventures, Liquid 2 Ventures, Lowercarbon Capital, Rebel Fund, Soma Capital, Third Round Analytics, True Ventures, Wireframe Ventures","{'160650-28': 'Fifty Years (Seth Bannon)', '277115-14': 'Lowercarbon Capital', '11321-29': 'True Ventures (Priscilla Tyler)'}",,,,,,"The company raised an undisclosed amount of seed funding in a deal led by Fifty Years, True Ventures, and Lowercarbon Capital on June 13, 2023. Anorak Ventures, Soma Capital, Rebel Fund, Wireframe Ventures, Liquid 2 Ventures, Third Round Analytics, Convective Capital, AiSprouts, Kindergarten Ventures, Hawktail, and Y Combinator also participated in the round. The funds will be used to continue to empower utilities to rapidly improve their reliability and wildfire mitigation efforts using the company's technology that is quickly and affordably implemented onto existing assets.","The company received debt financing in the form of venture debt from J.P. Morgan on an undisclosed date. Proceed will be used by the company to support its operations and expansion. Previously, the company raised an undisclosed amount of seed funding in a deal led by Fifty Years, True Ventures, and Lowercarbon Capital on June 13, 2023. Anorak Ventures and 10 other investors also participated in the round. The funds will be used to continue to empower utilities to rapidly improve their reliability and wildfire mitigation efforts using the company's technology that is quickly and affordably implemented onto existing assets.",{'244375-57P': 'Timothy Barat'},244375-57P
312619,312370,SnapCalorie,483620-41,225967-15T,14/06/2023 00:00,,2,,,,,,4.29,Venture Capital,Seed Round,Actual,,"{'10139-41': 'Accel', '56356-30': 'CrossFit', '11216-98': 'Index Ventures', '40420-36': 'Y Combinator'}","Accel, CrossFit, Index Ventures",,,,,,,"The company raised $2 million of seed funding from from investors like Accel, Index Ventures, former CrossFit CEO Eric Rose, and Y Combinator on June 14, 2023.","The company raised $2 million of seed funding from Y Combinator on June 14, 2023.",{'280849-69P': 'Wade Norris'},280849-69P
312663,312414,Eze,433406-53,213281-29T,15/06/2023 00:00,10/01/2023 00:00,3.75,,,,,,4.85,Venture Capital,Seed Round,Actual,,"{'327501-28': 'Boro Capital', '153947-17': 'C2 Ventures', '171959-50': 'EV Private Investments', '462793-96': 'ITOCHU Pulp & Paper', '268707-88': 'Jack Greco', '55261-00': 'Right Side Capital Management', '40420-36': 'Y Combinator'}","Boro Capital, EV Private Investments, Jack Greco, Right Side Capital Management",{'55261-00': 'Right Side Capital Management'},3,,,,,"The company raised $3.75 million of seed funding led by Right Side Capital Management with participation from ITOCHU Pulp & Paper, C2 Ventures on June 15, 2023. EV Private Investments, and 3 other investors also participated in the round.","The company raised $3.75 million of seed funding led by Right Side Capital Management with participation from ITOCHU Pulp & Paper, C2 Ventures on June 15, 2023. EV Private Investments, and 3 other investors also participated in the round. Previously, the company raised $500,000 of venture funding from undisclosed investors on December 23, 2022.",{'225806-32P': 'Joshua Nzewi'},225806-32P
312676,312427,Bend (Environmental Services (B2B)),501496-84,228374-02T,15/06/2023 00:00,03/05/2023 00:00,2,,,,,2,2,Venture Capital,Early Stage VC,Actual,,"{'51595-21': 'Collaborative Fund', '510203-89': 'Great Circle Ventures', '110937-70': 'Soma Capital', '40420-36': 'Y Combinator'}","Collaborative Fund, Great Circle Ventures",,,,,,,"The company raised $2 million of convertible debt financing from Soma Capital, Great Circle Ventures and Collaborative Fund on June 15, 2023. Y Combinator also participated in the round.","The company raised $2 million of convertible debt financing from Soma Capital, Great Circle Ventures and Collaborative Fund on June 15, 2023. Y Combinator also participated in the round.",{'62435-98P': 'Ted Power'},62435-98P
312898,312649,Metal.,518338-99,213170-23T,22/06/2023 00:00,,2.5,,,,,,2.5,Venture Capital,Seed Round,Actual,,"{'234705-97': 'Chapter One', '454553-38': 'Swift Ventures', '40420-36': 'Y Combinator'}","Chapter One, Swift Ventures, Y Combinator",{'454553-38': 'Swift Ventures'},,,,,,"The company raised $2.5 million of seed funding from Swift Ventures, Chapter One and Y Combinator on June 22, 2023. The funds will be used to expand the company's platform for building AI-powered applications and to provide increased support for large enterprise customers.","The company raised $2.5 million of seed funding from Swift Ventures, Chapter One, and Y Combinator on June 22, 2023. The funds will be used to expand the company's platform for building AI-powered applications and to provide increased support for large enterprise customers.",{'351330-13P': 'Taylor Lowe'},351330-13P
312964,312715,Remedial Health,465957-82,232870-15T,26/06/2023 00:00,,12,,,,,4,17.9,Venture Capital,Later Stage VC,Actual,,"{'124929-82': 'Gaingels', '50943-70': 'QED Investors (Gbenga Ajayi)', '489636-19': 'Tencent', '184537-54': 'Ventures Platform', '40420-36': 'Y Combinator'}","Gaingels, QED Investors","{'50943-70': 'QED Investors (Gbenga Ajayi)', '184537-54': 'Ventures Platform'}",,,,,,"The company raised $12 million of Series A venture through a combination of debt and equity on June 26, 2023. $8 million led by Ventures Platform and QED Investors with participation from Tencent, Gaingels, and Y Combinator. $4 million was provided by undisclosed investors. A $4 million loan was provided by local and international financial institutions. The funds will be used to use the new funding to deepen its operations in Nigeria.","The company raised $12 million of Series A venture through a combination of debt and equity on June 26, 2023. $8 million led by Ventures Platform and QED Investors with participation from Tencent, Gaingels, and Y Combinator. $4 million was provided by undisclosed investors. A $4 million loan was provided by local and international financial institutions. The funds will be used to use the new funding to deepen its operations in Nigeria. Previously, the company raised venture funding from Bossanova Investimentos on February 1, 2023. VentureSouq also participated in this round.",{'240151-69P': 'Samuel Okwuada'},240151-69P
313030,312781,0pass,522001-09,224374-42T,27/06/2023 00:00,16/03/2023 00:00,3.5,,,,,,4,Venture Capital,Seed Round,Actual,,"{'62803-99': '645 Ventures', '56833-03': 'BoxGroup', '54726-76': 'Initialized Capital Management (Brett Gibson)', '226139-77': 'Pioneer Fund', '40420-36': 'Y Combinator'}","645 Ventures, BoxGroup, Initialized Capital Management, Pioneer Fund",{'54726-76': 'Initialized Capital Management (Brett Gibson)'},,,,,,"The company raised $3.5 million of seed funding in a deal led by Initialized Capital Management on June 27, 2023. Pioneer Fund, BoxGroup, 645 Ventures, Y Combinator, and other undisclosed investors also participated in the round.","The company raised $3.5 million of seed funding in a deal led by Initialized Capital Management on June 27, 2023. Pioneer Fund, BoxGroup, 645 Ventures, Y Combinator, and other undisclosed investors also participated in the round. Previously, the company joined Y Combinator as a part of its winter batch of 2023 in 2023 and received $500,000 in funding. The amount was initially raised in the form of SAFE notes which was subsequently converted to equity.",{'340401-16P': 'Noah Stanford'},340401-16P
313114,312865,Alfie Health,265528-63,227130-31T,29/06/2023 00:00,,2.1,,,,,,4.02,Venture Capital,Seed Round,Actual,,"{'64182-25': 'Goodwater Capital', '277219-18': 'Nina Capital', '496114-93': 'Phoenix Investment Club (San Francisco)', '40420-36': 'Y Combinator'}",,"{'277219-18': 'Nina Capital', '40420-36': 'Y Combinator'}",,,,,,"The company raised $2.1 million of seed funding in a deal led by Y Combinator & Nina Capital on June 29, 2023. Goodwater Capital, Phoenix Investment Club, and other angel investors Club also participated in the round. The funds will be used to expand operations and its business reach.","The company raised $2.1 million of seed funding in a deal led by Y Combinator & Nina Capital on June 29, 2023. Goodwater Capital, Phoenix Investment Club, and other angel investors Club also participated in the round. The funds will be used to expand operations and its business reach.",{'201179-71P': 'Alexander Singh'},201179-71P
313295,313046,Infisical,523135-36,227385-46T,03/07/2023 00:00,,2.8,,,,,,3.3,Venture Capital,Seed Round,Actual,,"{'277369-21': 'Andrew Miklas (Andrew Miklas)', '106041-70': 'Elad Gil (Elad Gil)', '462595-24': 'Erik Muttersbach (Erik Muttersbach)', '183174-31': 'Gradient Ventures (Darian Shirazi)', '483498-64': 'James Hawkins (James Hawkins)', '483499-00': 'Paul Copplestone (Paul Copplestone)', '530392-24': 'Siggi Simonarson (Siggi Simonarson)', '336993-22': 'Twenty Two Ventures', '40420-36': 'Y Combinator (Diana Hu)'}","Andrew Miklas, Elad Gil, Erik Muttersbach, Gradient Ventures, James Hawkins, Paul Copplestone, Siggi Simonarson, Twenty Two Ventures",{'183174-31': 'Gradient Ventures (Darian Shirazi)'},,,,,,"The company raised $2.8 million of seed funding in a deal led by Gradient Ventures on July 3, 2023. Twenty Two Ventures, Y Combinator, Elad Gil, James Hawkins, Paul Copplestone, Siggi Simonarson, Andrew Miklas and Erik Muttersbach also participated in the round. The funds will be used for expanding platform functionality rapidly.","The company raised $2.8 million of seed funding in a deal led by Gradient Ventures on July 3, 2023. Twenty Two Ventures, and 7 other investors also participated in the round. The funds will be used for expanding platform functionality rapidly.",{'343539-10P': 'Vlad Matsiiako'},343539-10P
313330,313081,Topkey,463290-67,227602-90T,05/07/2023 00:00,,5.2,14.8,20,0.2605,1.55,,5.67,Venture Capital,Seed Round,Actual,Actual,"{'41716-90': 'Andreessen Horowitz', '497233-63': 'Andrew Kitchell (Andrew Kitchell)', '223708-24': 'Assurant Ventures', '484589-35': 'Derive Ventures', '42715-00': 'Felicis', '518384-89': 'Grit Partners', '496036-54': 'Kindergarten Ventures', '149517-28': 'Liquid 2 Ventures', '40420-36': 'Y Combinator'}","Andreessen Horowitz, Andrew Kitchell, Assurant Ventures, Felicis, Grit Partners, Kindergarten Ventures, Liquid 2 Ventures",{'42715-00': 'Felicis'},,,,,,"The company raised $5.2 million through the combination of Seed and Seed-5 funding in a deal led by Felicis on July 5, 2023, putting the company's pre-money valuation at $14.8 million. Assurant Ventures, Grit Partners, Kindergarten Ventures, Liquid 2 Ventures, Derive Ventures, Andreessen Horowitz, Y Combinator, Andrew Kitchell and other undisclosed investors also participated in the round.","The company raised $5.2 million through the combination of Seed and Seed-5 funding in a deal led by Felicis on July 5, 2023, putting the company's pre-money valuation at $14.8 million. Assurant Ventures, Grit Partners, Kindergarten Ventures, Liquid 2 Ventures, Derive Ventures, Andreessen Horowitz, Y Combinator, Andrew Kitchell and other undisclosed investors also participated in the round.",{'257639-32P': 'Jonathan Sukhia'},257639-32P
313398,313149,Speedy,520686-82,227803-24T,07/07/2023 00:00,,2.5,12.5,15,,,,3,Corporate,Early Stage VC,Actual,Actual,"{'49063-60': 'GV', '40420-36': 'Y Combinator'}",GV,,,,0.1,,,"The company raised $2.5 million of venture funding in a deal led by GV and Y Combinator on July 7, 2023, putting the company's pre-money valuation at $12.5 million. Other undisclosed investors also participated in the round. The funds will be used to roll out additional tools for text and image generation.","The company raised $2.5 million of venture funding in a deal led by GV and Y Combinator on July 7, 2023, putting the company's pre-money valuation at $12.5 million. Other undisclosed investors also participated in the round. The funds will be used to roll out additional tools for text and image generation. Previously, the company joined Y Combinator as part of its winter 2023 Cohort approximately in 2023 and received $500,000 funding. The funding was raised in the form of SAFE Notes and was subsequently converted into equity.",{'336850-66P': 'Ayush Jasuja'},336850-66P
313528,313279,Gradia Health,463297-06,228152-71T,12/07/2023 00:00,,4.2,,,,,,6.83,Venture Capital,Seed Round,Actual,,"{'59235-04': 'Atlanta Ventures', '462581-92': 'Austen Allred (Austen Allred)', '434077-84': 'David Tsao (David Tsao)', '442439-65': 'Eric Feldman (Eric Feldman)', '484008-40': 'Gene Lee (Gene Lee)', '268822-81': 'Jesse Clayburgh (Jesse Clayburgh)', '227628-28': 'Juan Batiz-Benet (Juan Batiz-Benet)', '223959-34': 'Jude Gomila (Jude Gomila)', '267599-80': 'MaC Venture Capital (Adrian Fenty)', '170053-39': 'Octopus Ventures', '110937-70': 'Soma Capital', '40420-36': 'Y Combinator'}","Austen Allred, David Tsao, Eric Feldman, Gene Lee, Jesse Clayburgh, Juan Batiz-Benet, Jude Gomila, Octopus Ventures","{'267599-80': 'MaC Venture Capital (Adrian Fenty)', '170053-39': 'Octopus Ventures'}",,,,,,"The company raised $4.2 million of seed funding in a deal led by MaC Venture Capital on July 12, 2023. Soma Capital, Atlanta Ventures, Y Combinator, Gene Lee, Eric Feldman, David Tsao, Austen Allred, Juan Benet, Jesse Clayburgh and Jude Gomila also participated in the round. The funds will be used to scale its platform, build its team, and finalize its care pathways alongside physicians to capture its customer demand.","The company raised $4.2 million of seed funding in a deal led by MaC Venture Capital on July 12, 2023. Soma Capital and 9 other investors also participated in the round. The funds will be used to scale its platform, build its team, and finalize its care pathways alongside physicians to capture its customer demand.",{'257644-18P': 'Rithvik Seela'},257644-18P
313708,313459,Resend,523161-01,228619-81T,18/07/2023 00:00,,3,,,,,,3.5,Venture Capital,Seed Round,Actual,,"{'467027-02': 'Base Case Capital', '432967-42': 'Calvin French-Owen (Calvin French-Owen)', '224513-92': 'Dylan Field (Dylan Field)', '106041-70': 'Elad Gil (Elad Gil)', '109672-66': 'Guillermo Rauch (Guillermo Rauch)', '268764-04': 'Lachy Groom (Lachy Groom)', '483499-00': 'Paul Copplestone (Paul Copplestone)', '154238-23': 'Rogue Capital', '50980-60': 'SV Angel', '40420-36': 'Y Combinator'}","Base Case Capital, Calvin French-Owen, Dylan Field, Elad Gil, Guillermo Rauch, Lachy Groom, Paul Copplestone, Rogue Capital, SV Angel",,,,,,,"The company raised $3 million of seed funding from Y Combinator, SV Angel and Elad Gil on July 18, 2023. Lachy Groom, Rogue Capital, Dylan Field, Base Case Capital, Guillermo Rauch, Paul Copplestone and Calvin French-Owen also participated in the round.","The company raised $3 million of seed funding from Y Combinator, SV Angel, and Elad Gil on July 18, 2023. Lachy Groom, Dylan Field, Rogue Capital, Guillermo Rauch, Base Case Capital, Paul Copplestone, and Calvin French-Owen also participated in the round. Previously, the company joined Y Combinator as a part of the Winter 2023 class and received $500,000 in funding in the form of SAFE Notes in 2023. Subsequently, the SAFE Notes were converted into equity.",{'343680-04P': 'Zeno Rocha'},343680-04P
